laser wavelength:1550nm,set power:1.0dBm,grid dimension:31
left,337.284626,-4474.487603,-19.4806213
left,337.28385499999996,-4473.9862299999995,-19.3098946
left,337.282174,-4473.486628,-19.1649361
left,337.281997,-4472.987991,-19.0519676
left,337.282985,-4472.486578999999,-18.9636459
left,337.284184,-4471.986812,-18.9026566
left,337.283866,-4471.486521,-18.8360901
left,337.28308499999997,-4470.987298999999,-18.8326378
left,337.28303999999997,-4470.487344,-18.8673973
left,337.28217,-4469.987327,-18.9352951
left,337.282852,-4469.486968,-19.0368843
left,337.28306399999997,-4468.987336,-19.1828537
left,337.283841,-4468.486459,-19.3696632
left,337.28277499999996,-4467.98637,-19.5559464
left,337.282156,-4467.4881319999995,-19.8341789
left,337.28567799999996,-4466.987978,-20.1628761
left,337.28301899999997,-4466.487567,-20.5435219
left,337.28288299999997,-4465.987345,-20.9789162
left,337.282427,-4465.487884,-21.4707222
left,337.284151,-4464.986969,-21.9649239
left,337.283394,-4464.487321,-22.5551186
left,337.280963,-4463.985568,-23.212471
left,337.282469,-4463.485837,-23.9294891
left,337.282919,-4462.988052,-24.7107086
left,337.78389899999996,-4477.990127,-22.2547836
left,337.783553,-4477.485692,-21.8607559
left,337.783483,-4476.987633,-21.5031929
left,337.784902,-4476.488829,-21.1839371
left,337.782477,-4475.985833,-20.8875389
left,337.783207,-4475.487034,-20.5688438
left,337.784635,-4474.985642,-20.3349152
left,337.78157899999997,-4474.489667,-20.1401634
left,337.784177,-4473.987773,-19.9622078
left,337.781845,-4473.487658999999,-19.8095818
left,337.78355,-4472.987518,-19.6914597
left,337.783577,-4472.487012,-19.6000137
left,337.781837,-4471.980359,-19.5340538
left,337.78499899999997,-4471.487467999999,-19.4456749
left,337.785664,-4470.986887,-19.4452324
left,337.783187,-4470.487209,-19.4804573
left,337.78306499999997,-4469.98766,-19.5530548
left,337.781935,-4469.490154,-19.6538963
left,337.78368,-4468.98744,-19.801487
left,337.783622,-4468.488281999999,-19.9335976
left,337.783838,-4467.988907999999,-20.1687355
left,337.783711,-4467.487088,-20.4486618
left,337.782583,-4466.987024,-20.7844048
left,337.78108,-4466.488006,-21.1753731
left,337.78337999999997,-4465.987091,-21.6149063
left,337.785639,-4465.4854589999995,-22.1094589
left,337.783441,-4464.98582,-22.5839272
left,337.78095199999996,-4464.487184,-23.193634
left,337.782895,-4463.9871219999995,-23.8589516
left,337.782831,-4463.487344,-24.5926056
left,337.783596,-4462.987868,-25.3802948
left,338.283369,-4477.987271999999,-23.0638771
left,338.28263899999996,-4477.488906,-22.6596107
left,338.284066,-4476.985513,-22.2861404
left,338.283096,-4476.486645999999,-21.9542618
left,338.283916,-4475.984578,-21.6440468
left,338.283069,-4475.487779,-21.3724403
left,338.284563,-4474.988486,-21.103817
left,338.281902,-4474.488419,-20.8913612
left,338.28299899999996,-4473.98705,-20.7078362
left,338.283956,-4473.486244,-20.5534821
left,338.285514,-4472.987024999999,-20.4288292
left,338.283355,-4472.487209,-20.3296471
left,338.281705,-4471.985767,-20.2574577
left,338.28346,-4471.487117,-20.1838341
left,338.282675,-4470.987093,-20.1832123
left,338.282652,-4470.485661,-20.212738
left,338.28252699999996,-4469.985589,-20.2754593
left,338.285151,-4469.486811,-20.380146
left,338.28209599999997,-4468.987465,-20.5269928
left,338.28208,-4468.486672,-20.7132759
left,338.283392,-4467.98708,-20.9007339
left,338.282699,-4467.487542,-21.1965446
left,338.28315399999997,-4466.9867619999995,-21.5279922
left,338.283174,-4466.4851739999995,-21.9160728
left,338.28287,-4465.98617,-22.3651657
left,338.28449,-4465.486977,-22.8653107
left,338.281476,-4464.987051,-23.3448029
left,338.28137699999996,-4464.484923,-23.962471
left,338.283463,-4463.98636,-24.6428986
left,338.284458,-4463.487743,-25.3804932
left,338.28470999999996,-4462.985447,-26.180191
left,338.781676,-4477.987749,-23.9478874
left,338.782763,-4477.488153,-23.5337143
left,338.784969,-4476.986044,-23.1473351
left,338.78209899999996,-4476.4877,-22.8004761
left,338.783429,-4475.988335999999,-22.479702
left,338.78118,-4475.488146,-22.2101593
left,338.78360299999997,-4474.9880889999995,-21.9651833
left,338.784682,-4474.486842,-21.7416801
left,338.78394399999996,-4473.98618,-21.5518074
left,338.783455,-4473.486909,-21.3899994
left,338.783038,-4472.986441,-21.2587242
left,338.784895,-4472.484887,-21.1468163
left,338.784291,-4471.9849349999995,-21.0798607
left,338.783571,-4471.486832,-21.0175552
left,338.78239099999996,-4470.987994,-21.012722
left,338.782179,-4470.486992,-21.0401115
left,338.78430399999996,-4469.9880459999995,-21.0975227
left,338.783276,-4469.485968,-21.1984711
left,338.782499,-4468.986729,-21.3412781
left,338.78288799999996,-4468.487548,-21.4933548
left,338.785262,-4467.985588,-21.7345009
left,338.78326999999996,-4467.485965,-22.0190201
left,338.783724,-4466.986132999999,-22.3595543
left,338.780675,-4466.487394,-22.7449608
left,338.784622,-4465.986242,-23.1891747
left,338.78198599999996,-4465.486875,-23.6912003
left,338.78324299999997,-4464.988009,-24.2150764
left,338.78268199999997,-4464.486615,-24.8343964
left,338.784141,-4463.988222,-25.5049934
left,338.784601,-4463.486394,-26.250618
left,338.784487,-4462.988169,-27.0499573
left,339.28335899999996,-4477.989304,-24.8791237
left,339.282491,-4477.485925999999,-24.4350662
left,339.28073,-4476.98708,-24.0447044
left,339.283726,-4476.4869659999995,-23.6838417
left,339.281778,-4475.987228999999,-23.3666534
left,339.28428299999996,-4475.486303,-23.0708771
left,339.283733,-4474.987661,-22.8780708
left,339.282364,-4474.486599,-22.6469765
left,339.28579099999996,-4473.98726,-22.4435501
left,339.281615,-4473.486984,-22.2711525
left,339.28326899999996,-4472.985312,-22.1357536
left,339.28268499999996,-4472.488026,-22.0396919
left,339.28439199999997,-4471.985976,-21.9636917
left,339.282114,-4471.487827999999,-21.9364471
left,339.285255,-4470.986628,-21.9246521
left,339.28245899999996,-4470.486019999999,-21.9456902
left,339.283752,-4469.9880459999995,-22.0026779
left,339.283658,-4469.486483,-22.1061401
left,339.283917,-4468.987472,-22.2525139
left,339.283329,-4468.486361,-22.4404602
left,339.282985,-4467.988811,-22.6563797
left,339.28288599999996,-4467.489704,-22.9325905
left,339.282238,-4466.98779,-23.2704887
left,339.28290799999996,-4466.487096,-23.656311
left,339.282851,-4465.989477,-24.1055374
left,339.283214,-4465.487305,-24.6017227
left,339.28423799999996,-4464.988861,-25.1391525
left,339.281991,-4464.487877,-25.7456665
left,339.28131199999996,-4463.987846999999,-26.4244728
left,339.282262,-4463.4858619999995,-27.1598778
left,339.28304399999996,-4462.986336999999,-27.9596786
left,339.783209,-4477.98643,-25.7986488
left,339.784277,-4477.487865,-25.3537445
left,339.781772,-4476.987654,-24.9571075
left,339.783836,-4476.486854,-24.611393
left,339.78414599999996,-4475.988638,-24.2955551
left,339.78342799999996,-4475.488961,-24.0774269
left,339.781463,-4474.988359999999,-23.8211365
left,339.784357,-4474.488039,-23.5947151
left,339.78139,-4473.9878229999995,-23.4008064
left,339.784759,-4473.486070999999,-23.23769
left,339.78187299999996,-4472.98606,-23.1101379
left,339.781621,-4472.484211,-23.0108604
left,339.781496,-4471.987028,-22.9723892
left,339.783276,-4471.487262,-22.930233
left,339.783146,-4470.988869,-22.9247742
left,339.783557,-4470.487672,-22.9520226
left,339.783505,-4469.985992,-23.0271378
left,339.78369,-4469.4863159999995,-23.1350174
left,339.78167099999996,-4468.986819,-23.28619
left,339.781741,-4468.487098,-23.4656296
left,339.784038,-4467.986358,-23.7031898
left,339.781476,-4467.487279999999,-23.9932938
left,339.781306,-4466.9862809999995,-24.3294487
left,339.783755,-4466.486306,-24.719265
left,339.782355,-4465.989028,-25.1760941
left,339.782849,-4465.488114,-25.6885376
left,339.780801,-4464.988528,-26.2261429
left,339.78365299999996,-4464.4866059999995,-26.8445549
left,339.782889,-4463.986667,-27.5266457
left,339.780855,-4463.486173,-28.2661324
left,339.783386,-4462.98682,-29.0649567
left,340.283062,-4477.987677,-26.9547348
left,340.282956,-4477.486785,-26.4883728
left,340.283867,-4476.985993,-26.1066856
left,340.285557,-4476.488668999999,-25.7558403
left,340.283141,-4475.987862999999,-25.4407768
left,340.283308,-4475.487919,-25.1676712
left,340.28293299999996,-4474.986863,-24.9110603
left,340.284586,-4474.487679,-24.6900101
left,340.284312,-4473.987179,-24.4989166
left,340.285063,-4473.487825,-24.3414001
left,340.284495,-4472.987166,-24.2140121
left,340.283914,-4472.4835029999995,-24.1210251
left,340.283754,-4471.985635,-24.064724
left,340.28270699999996,-4471.48885,-24.0144615
left,340.28418899999997,-4470.987857,-24.0084305
left,340.285155,-4470.4883469999995,-24.0474701
left,340.28344699999997,-4469.988179,-24.1227646
left,340.284443,-4469.4870789999995,-24.2447052
left,340.287439,-4468.987602,-24.4027138
left,340.283255,-4468.488504999999,-24.6079979
left,340.283253,-4467.986972,-24.8079376
left,340.284494,-4467.485847,-25.0979004
left,340.28409899999997,-4466.985936,-25.4483719
left,340.282536,-4466.489027,-25.8442612
left,340.284208,-4465.9859719999995,-26.3113213
left,340.28180199999997,-4465.48701,-26.8324356
left,340.283052,-4464.986731,-27.3272438
left,340.28285,-4464.485963,-27.9503975
left,340.283665,-4463.987405,-28.6333809
left,340.28349399999996,-4463.486905,-29.3778496
left,340.283209,-4462.987089,-30.192112
left,340.785605,-4477.987193999999,-28.3305092
left,340.783127,-4477.487973,-27.8862915
left,340.783099,-4476.987281,-27.5092926
left,340.78178199999996,-4476.488225,-27.1625366
left,340.784181,-4475.986726,-26.843605
left,340.782242,-4475.4877559999995,-26.4504356
left,340.782871,-4474.986617,-26.2039795
left,340.783867,-4474.487073,-25.982193
left,340.783619,-4473.9858859999995,-25.797554
left,340.78347199999996,-4473.487833,-25.6478424
left,340.782739,-4472.985928,-25.5196152
left,340.783482,-4472.4861519999995,-25.4270706
left,340.782469,-4471.98754,-25.3621025
left,340.783617,-4471.487195,-25.2373352
left,340.7813,-4470.988854,-25.2463379
left,340.783951,-4470.4867779999995,-25.285862
left,340.783838,-4469.986276,-25.3756104
left,340.78299899999996,-4469.487373999999,-25.5045166
left,340.782336,-4468.984445,-25.6708298
left,340.782272,-4468.48931,-25.7828522
left,340.78241099999997,-4467.9869739999995,-26.0461426
left,340.782811,-4467.489001999999,-26.3529434
left,340.78520399999996,-4466.987177999999,-26.7150459
left,340.784006,-4466.488599,-27.1340561
left,340.78566,-4465.989394,-27.606617
left,340.782696,-4465.488617999999,-28.1377525
left,340.78437099999996,-4464.985737999999,-28.5989189
left,340.782856,-4464.487732,-29.2401657
left,340.78308799999996,-4463.988064,-29.9390869
left,340.78279699999996,-4463.486438,-30.7001038
left,340.78119499999997,-4462.9862969999995,-31.5178452
left,341.285884,-4477.988875999999,-29.9137115
left,341.28344599999997,-4477.487939,-29.4867783
left,341.28459499999997,-4476.986524999999,-29.0872421
left,341.28403399999996,-4476.487462,-28.7160606
left,341.283592,-4475.9868989999995,-28.3804779
left,341.28446399999996,-4475.486516999999,-28.0833435
left,341.28324599999996,-4474.987671,-27.6969872
left,341.282464,-4474.486774,-27.469574
left,341.282419,-4473.9858859999995,-27.2864838
left,341.284523,-4473.487168,-27.1199493
left,341.284181,-4472.987751,-26.9866371
left,341.284828,-4472.485547,-26.8810921
left,341.283974,-4471.98607,-26.8176231
left,341.282244,-4471.486175,-26.6465149
left,341.283038,-4470.986594999999,-26.6533966
left,341.284267,-4470.488549,-26.7077866
left,341.28278,-4469.988120999999,-26.795826
left,341.28308999999996,-4469.486362,-26.9170647
left,341.282583,-4468.9860579999995,-27.0849762
left,341.283011,-4468.488034,-27.2951088
left,341.283122,-4467.988276,-27.4263649
left,341.283365,-4467.488311,-27.7419662
left,341.283127,-4466.986373,-28.1077614
left,341.283794,-4466.486309,-28.5344925
left,341.283374,-4465.984794999999,-29.0141678
left,341.28507099999996,-4465.486516999999,-29.5455589
left,341.283024,-4464.985598,-29.9940262
left,341.28493599999996,-4464.487875,-30.6446495
left,341.282313,-4463.987059,-31.3444862
left,341.283978,-4463.487398,-32.1227188
left,341.284047,-4462.988139,-32.9452629
left,341.781029,-4477.990776,-31.641819
left,341.78528,-4477.487793,-31.1858406
left,341.78342299999997,-4476.988088,-30.7530785
left,341.784873,-4476.484482,-30.3571587
left,341.78455399999996,-4475.988206999999,-29.9964752
left,341.782606,-4475.488912,-29.6049385
left,341.783371,-4474.986484999999,-29.3309135
left,341.78287,-4474.488052,-29.083992
left,341.782901,-4473.98727,-28.8687897
left,341.78513699999996,-4473.488216,-28.6912041
left,341.78349599999996,-4472.986008,-28.5368614
left,341.784333,-4472.485804,-28.416275
left,341.783949,-4471.985931,-28.3340836
left,341.784424,-4471.4878499999995,-28.1726074
left,341.783914,-4470.987107,-28.170681
left,341.78385599999996,-4470.487897,-28.2108498
left,341.78099699999996,-4469.9867349999995,-28.2888336
left,341.782291,-4469.486815,-28.4049988
left,341.78297,-4468.986753,-28.5689964
left,341.78290799999996,-4468.48733,-28.6515541
left,341.78317599999997,-4467.988066,-28.9205437
left,341.783011,-4467.485367,-29.2288742
left,341.78429,-4466.988486,-29.5979691
left,341.782913,-4466.489258,-30.0121994
left,341.784048,-4465.988488999999,-30.4888611
left,341.782171,-4465.487004,-31.0171127
left,341.78490899999997,-4464.9861359999995,-31.5060768
left,341.785752,-4464.48648,-32.1561966
left,341.781564,-4463.988235,-32.8599434
left,341.781069,-4463.487394,-33.6341171
left,341.782813,-4462.98775,-34.4635773
left,342.28446399999996,-4477.98766,-33.341301
left,342.28196499999996,-4477.4890749999995,-32.8379517
left,342.284299,-4476.98599,-32.3830261
left,342.28423,-4476.488789,-31.9463539
left,342.284473,-4475.9867939999995,-31.5624504
left,342.283812,-4475.486503,-31.2193375
left,342.282517,-4474.986811,-30.9842911
left,342.284705,-4474.487193999999,-30.7162895
left,342.283062,-4473.98781,-30.4816704
left,342.282765,-4473.486083,-30.2762642
left,342.28276,-4472.98722,-30.1100159
left,342.283148,-4472.487292,-29.9709015
left,342.282859,-4471.988083,-29.8781281
left,342.284741,-4471.487719,-29.8040009
left,342.283519,-4470.9877289999995,-29.7914009
left,342.283592,-4470.485813,-29.8129921
left,342.28293299999996,-4469.984727999999,-29.8768158
left,342.28254,-4469.486241,-29.9720917
left,342.282652,-4468.986491,-30.1124077
left,342.28373799999997,-4468.485758,-30.3009987
left,342.282452,-4467.986432,-30.4833794
left,342.28234799999996,-4467.48882,-30.7866592
left,342.281007,-4466.98703,-31.1369591
left,342.281746,-4466.488678,-31.5431747
left,342.28083599999997,-4465.986605,-31.9943085
left,342.284769,-4465.487881,-32.5083389
left,342.281683,-4464.988341,-33.0479088
left,342.28499999999997,-4464.487724,-33.6901894
left,342.28263899999996,-4463.985246,-34.3889389
left,342.284015,-4463.486287,-35.1409454
left,342.283745,-4462.987351,-35.9513702
right,3638.113994,4597.027309,-32.1788025
right,3638.1143739999998,4597.527375,-31.8306503
right,3638.114268,4598.025533,-31.5387878
right,3638.112785,4598.526839,-31.285881
right,3638.11229,4599.026094,-31.0726395
right,3638.112564,4599.5295129999995,-30.898922
right,3638.112808,4600.027618,-30.7606697
right,3638.1124299999997,4600.526908,-30.644146
right,3638.113578,4601.026736,-30.5549583
right,3638.111109,4601.527306999999,-30.4921379
right,3638.111355,4602.026835,-30.4387398
right,3638.113241,4602.528671,-30.4063568
right,3638.113571,4603.02797,-30.3949051
right,3638.112607,4603.527806,-30.4641495
right,3638.113963,4604.026210999999,-30.4837914
right,3638.1119719999997,4604.526871,-30.5196075
right,3638.113797,4605.02615,-30.5643883
right,3638.115086,4605.527717,-30.6237831
right,3638.1125909999996,4606.028730999999,-30.6760864
right,3638.1111419999997,4606.526688999999,-30.8223038
right,3638.114268,4607.026467,-30.8909492
right,3638.1131229999996,4607.527327,-30.9813728
right,3638.1115379999997,4608.02722,-31.0879707
right,3638.1153259999996,4608.527381,-31.2052727
right,3638.1125859999997,4609.025488,-31.3372993
right,3638.11301,4609.526777,-31.520462
right,3638.1124919999997,4610.025774,-31.6876144
right,3638.113642,4610.526376,-31.8842239
right,3638.1160059999997,4611.026637,-32.1173477
right,3638.1126879999997,4611.528088999999,-32.3512726
right,3638.111681,4612.027996,-32.5961647
right,3638.614865,4597.025512,-31.2156525
right,3638.61343,4597.527445,-30.8588829
right,3638.613352,4598.028556,-30.5690155
right,3638.612288,4598.526173,-30.3215179
right,3638.6127669999996,4599.027333999999,-30.1087532
right,3638.6122889999997,4599.527319,-29.9057999
right,3638.6129309999997,4600.025275,-29.7591972
right,3638.614901,4600.525597,-29.6315308
right,3638.6132669999997,4601.02816,-29.5346298
right,3638.612875,4601.526299,-29.4569511
right,3638.612785,4602.028667,-29.3971519
right,3638.6133339999997,4602.528214999999,-29.3580246
right,3638.613879,4603.027117,-29.3450089
right,3638.612881,4603.525529,-29.3463554
right,3638.614302,4604.028373,-29.3622856
right,3638.612788,4604.527185999999,-29.4048119
right,3638.6128139999996,4605.027408999999,-29.465992
right,3638.614057,4605.52715,-29.5291481
right,3638.613331,4606.0260769999995,-29.6029282
right,3638.6136389999997,4606.525846,-29.6941032
right,3638.6161819999998,4607.025734,-29.7969666
right,3638.614037,4607.5263509999995,-29.9074593
right,3638.612961,4608.0297869999995,-30.0336342
right,3638.61303,4608.527555,-30.1703758
right,3638.613218,4609.027416,-30.3205261
right,3638.614561,4609.525618,-30.4792557
right,3638.6127189999997,4610.025212,-30.6516228
right,3638.6145199999996,4610.527803,-30.842617
right,3638.613371,4611.025987999999,-31.0570259
right,3638.6113109999997,4611.525524,-31.3078651
right,3638.6128169999997,4612.025670999999,-31.6926804
right,3639.1124099999997,4597.028702,-30.3686142
right,3639.1118629999996,4597.527058,-29.9975128
right,3639.1137949999998,4598.028177,-29.6797485
right,3639.114752,4598.527152,-29.4115295
right,3639.113098,4599.0276619999995,-29.1747169
right,3639.11436,4599.525334,-28.9496269
right,3639.116244,4600.02514,-28.7796936
right,3639.111699,4600.526065,-28.6285706
right,3639.1128839999997,4601.0261519999995,-28.5140152
right,3639.111759,4601.526833,-28.4092712
right,3639.1127899999997,4602.026293,-28.3405533
right,3639.115249,4602.5270869999995,-28.2773705
right,3639.113528,4603.0256469999995,-28.2330971
right,3639.1118549999997,4603.525797,-28.2236328
right,3639.114118,4604.027286,-28.2519989
right,3639.11274,4604.528157,-28.2906647
right,3639.1123469999998,4605.026249,-28.3545685
right,3639.1128529999996,4605.527505,-28.4360809
right,3639.11359,4606.027392,-28.4856071
right,3639.113391,4606.527556,-28.6015968
right,3639.1148049999997,4607.025943,-28.7215614
right,3639.114827,4607.527456,-28.8449821
right,3639.114044,4608.027774,-28.9713211
right,3639.1119519999997,4608.528069999999,-29.1021805
right,3639.1115299999997,4609.029076,-29.2584267
right,3639.1122219999997,4609.527895,-29.419857
right,3639.113597,4610.02661,-29.5905647
right,3639.1128099999996,4610.52698,-29.7797737
right,3639.114056,4611.027629,-30.0156097
right,3639.112873,4611.526526,-30.292469
right,3639.1148749999998,4612.028168,-30.6695557
right,3639.61255,4597.025597,-29.5041962
right,3639.615026,4597.5278929999995,-29.1095886
right,3639.613266,4598.026938,-28.7678947
right,3639.6141239999997,4598.527295,-28.4624672
right,3639.613003,4599.0270869999995,-28.200264
right,3639.6116389999997,4599.528345,-27.9619331
right,3639.612349,4600.028094,-27.7396927
right,3639.6135,4600.526506,-27.559845
right,3639.6132559999996,4601.028461,-27.4160728
right,3639.612863,4601.525756,-27.2994843
right,3639.6135809999996,4602.02827,-27.2092133
right,3639.614416,4602.526166,-27.1535683
right,3639.613355,4603.027354,-27.1079254
right,3639.614576,4603.5279629999995,-27.0985985
right,3639.612315,4604.025385,-27.1156197
right,3639.6132049999997,4604.526685,-27.1565056
right,3639.6134009999996,4605.026742,-27.2253685
right,3639.6139239999998,4605.527492,-27.3053093
right,3639.6139789999997,4606.026989,-27.389576
right,3639.6112789999997,4606.525223,-27.4866333
right,3639.6140309999996,4607.030062,-27.5974731
right,3639.6144839999997,4607.527674,-27.7119751
right,3639.6122689999997,4608.029136,-27.8335648
right,3639.614917,4608.525326,-27.9669418
right,3639.612349,4609.026492,-28.1220398
right,3639.6141519999996,4609.527477,-28.328968
right,3639.612431,4610.026897,-28.515686
right,3639.614157,4610.5282449999995,-28.7231903
right,3639.6144369999997,4611.027532,-29.0042343
right,3639.611414,4611.526662,-29.3157272
right,3639.610946,4612.025484,-29.6799507
right,3640.11296,4597.025511,-28.5578156
right,3640.1145699999997,4597.526097999999,-28.1247559
right,3640.113466,4598.026815,-27.7526512
right,3640.112601,4598.526568,-27.4122391
right,3640.113551,4599.024982999999,-27.1241417
right,3640.1120109999997,4599.527644,-26.8638458
right,3640.112366,4600.024166,-26.6583328
right,3640.113168,4600.5262999999995,-26.4631004
right,3640.1127819999997,4601.027427999999,-26.2990837
right,3640.115198,4601.526576,-26.1784286
right,3640.1132279999997,4602.026683,-26.0835533
right,3640.11194,4602.528358,-26.0254745
right,3640.113562,4603.0269769999995,-25.9890366
right,3640.112255,4603.526995,-25.9684601
right,3640.11382,4604.0282,-25.988369
right,3640.113907,4604.526293,-26.0227165
right,3640.112936,4605.026666,-26.0679588
right,3640.113254,4605.527419999999,-26.1269913
right,3640.114134,4606.02736,-26.2418098
right,3640.113481,4606.526272,-26.3371201
right,3640.114295,4607.026678,-26.4332542
right,3640.112858,4607.526984,-26.5569191
right,3640.110937,4608.02759,-26.6938324
right,3640.1123159999997,4608.526056,-26.8539124
right,3640.113707,4609.028087,-27.0406342
right,3640.11247,4609.527758,-27.2507401
right,3640.110179,4610.0269929999995,-27.4773331
right,3640.112929,4610.528254,-27.7486076
right,3640.1120429999996,4611.02826,-28.0512505
right,3640.1150639999996,4611.5276619999995,-28.410675
right,3640.112151,4612.025968,-28.7626915
right,3640.6135719999997,4597.024956,-27.4982986
right,3640.613672,4597.52593,-27.0490723
right,3640.6150159999997,4598.027287,-26.6569939
right,3640.6134349999998,4598.527002,-26.3150558
right,3640.6129929999997,4599.029003,-26.0108871
right,3640.613011,4599.5266329999995,-25.768261
right,3640.615581,4600.0265899999995,-25.5326233
right,3640.61208,4600.527771,-25.3456383
right,3640.612561,4601.026642,-25.1952972
right,3640.612342,4601.5264099999995,-25.0700722
right,3640.614623,4602.026357,-24.9719963
right,3640.614767,4602.527507,-24.8889275
right,3640.6137439999998,4603.028467,-24.8680534
right,3640.612241,4603.525591,-24.8385315
right,3640.614597,4604.026722,-24.839222
right,3640.611443,4604.527701999999,-24.8550758
right,3640.614941,4605.027617,-24.8847427
right,3640.613102,4605.526161,-24.936657
right,3640.6117799999997,4606.026337,-25.0657501
right,3640.613879,4606.526339,-25.1605873
right,3640.6142499999996,4607.027074,-25.2877083
right,3640.613516,4607.526959,-25.4310341
right,3640.612717,4608.026761,-25.5976143
right,3640.612526,4608.527066,-25.7853737
right,3640.611306,4609.025688,-25.9954987
right,3640.613168,4609.527531,-26.235157
right,3640.6155799999997,4610.026259,-26.5022049
right,3640.613234,4610.52823,-26.8018379
right,3640.6148289999996,4611.026697,-27.127327
right,3640.612648,4611.526699,-27.4864578
right,3640.6128329999997,4612.028337,-27.8931427
right,3641.113724,4597.024928,-26.5047989
right,3641.111587,4597.527194,-26.0524368
right,3641.1144799999997,4598.027014,-25.6645432
right,3641.1150669999997,4598.526277999999,-25.3208275
right,3641.111836,4599.026094,-25.0111923
right,3641.1141989999996,4599.52566,-24.7477379
right,3641.11314,4600.0270709999995,-24.4991417
right,3641.1130009999997,4600.525815999999,-24.3082008
right,3641.114728,4601.02768,-24.1390724
right,3641.1146369999997,4601.525978,-24.0014267
right,3641.1141599999996,4602.02751,-23.8879852
right,3641.1153299999996,4602.527276,-23.8052711
right,3641.111614,4603.027074,-23.7708817
right,3641.113172,4603.527462999999,-23.7316055
right,3641.113286,4604.026642,-23.7140617
right,3641.11228,4604.526658,-23.727478
right,3641.1144719999998,4605.024947,-23.7533531
right,3641.113219,4605.527966,-23.8188591
right,3641.1136859999997,4606.027959,-23.9560852
right,3641.1137209999997,4606.528358,-24.0614395
right,3641.113543,4607.026320999999,-24.2000999
right,3641.115156,4607.528029,-24.3641396
right,3641.1127509999997,4608.02689,-24.5454826
right,3641.1150509999998,4608.527024999999,-24.7403793
right,3641.111955,4609.027709999999,-24.968811
right,3641.112991,4609.527728,-25.2398148
right,3641.1130599999997,4610.028625,-25.5155678
right,3641.114518,4610.526893,-25.8078842
right,3641.110717,4611.0269419999995,-26.1222496
right,3641.113187,4611.525481,-26.4707222
right,3641.1138419999997,4612.026594,-26.9479103
right,3641.614475,4597.025248,-25.620079
right,3641.6107389999997,4597.5284599999995,-25.1645508
right,3641.6134749999997,4598.026894,-24.7578316
right,3641.613786,4598.526594999999,-24.394619
right,3641.6120939999996,4599.026698,-24.0759888
right,3641.612401,4599.527375,-23.7898979
right,3641.6135769999996,4600.026382999999,-23.5335503
right,3641.61626,4600.528233999999,-23.3238525
right,3641.612428,4601.026124999999,-23.1447868
right,3641.612576,4601.5258619999995,-22.9955902
right,3641.613681,4602.028931,-22.8587723
right,3641.611979,4602.527059,-22.7558365
right,3641.6144289999997,4603.026323,-22.7177086
right,3641.611703,4603.5262569999995,-22.6714783
right,3641.6133139999997,4604.027972,-22.6545639
right,3641.609868,4604.525231,-22.6604538
right,3641.613023,4605.0281079999995,-22.7005844
right,3641.613628,4605.527607999999,-22.7714729
right,3641.612527,4606.026756,-22.9039688
right,3641.6129819999996,4606.526006,-23.0231018
right,3641.613133,4607.028345,-23.1671181
right,3641.611966,4607.528101,-23.3372002
right,3641.614573,4608.026388,-23.5208702
right,3641.613762,4608.526952,-23.7297401
right,3641.615183,4609.026662,-23.9489784
right,3641.612067,4609.527325,-24.2541161
right,3641.6126139999997,4610.026576,-24.5165825
right,3641.613993,4610.527012,-24.8033791
right,3641.614435,4611.027185999999,-25.1165504
right,3641.61188,4611.5274309999995,-25.4640503
right,3641.615268,4612.02471,-25.9785805
right,3642.116267,4597.0242069999995,-24.8142891
right,3642.113199,4597.5287499999995,-24.3355179
right,3642.113704,4598.026795,-23.9067192
right,3642.1133379999997,4598.526859,-23.5255699
right,3642.1165469999996,4599.027935,-23.1818619
right,3642.112342,4599.536003,-22.8706512
right,3642.1161909999996,4600.026731,-22.607338
right,3642.1130409999996,4600.526138,-22.3728943
right,3642.1141119999997,4601.028131,-22.1657829
right,3642.1132239999997,4601.523749999999,-21.9941902
right,3642.113805,4602.026234999999,-21.8520432
right,3642.114342,4602.529114999999,-21.738987
right,3642.112243,4603.028127,-21.7034035
right,3642.112686,4603.53024,-21.6452751
right,3642.1152199999997,4604.028182,-21.6275482
right,3642.1125749999997,4604.526561,-21.6412582
right,3642.114235,4605.027355,-21.6926651
right,3642.114252,4605.52805,-21.7657814
right,3642.114274,4606.026095,-21.8851891
right,3642.1134039999997,4606.526337,-22.0126724
right,3642.111912,4607.026929,-22.154541
right,3642.1149609999998,4607.525490999999,-22.3186531
right,3642.1134749999997,4608.025277,-22.5023232
right,3642.114039,4608.527826,-22.6968422
right,3642.113548,4609.031221,-22.9142189
right,3642.112998,4609.5269,-23.2265396
right,3642.1146719999997,4610.0275599999995,-23.4811401
right,3642.112717,4610.525084,-23.7736549
right,3642.113722,4611.025645,-24.0907936
right,3642.113152,4611.526459,-24.4488945
right,3642.113595,4612.026454,-24.9579582
right,3642.611912,4597.025755,-24.0367622
right,3642.614745,4597.52579,-23.5282822
right,3642.6148709999998,4598.028103,-23.0761337
right,3642.613769,4598.527798,-22.6733742
right,3642.6127149999998,4599.027354,-22.3070183
right,3642.611211,4599.526129,-21.9755135
right,3642.6142109999996,4600.025912,-21.7067413
right,3642.612123,4600.527054,-21.4574852
right,3642.6131029999997,4601.027757,-21.2367592
right,3642.611093,4601.527288,-21.0609703
